,antecedents,consequents,confidence,lift,conviction,antecedent_len,consequent_len
535,"({'has_author_F', 'markdown_prop_med'})",({'has_comments_T'}),0.8966092273485269,1.0079154758859055,1.0681042696291703,2,1
12593,"({'non_exec_prop_low', 'has_error_F', 'exec_skips_lower', 'num_contrib_lower'})",({'num_commits_lower'}),0.8965768390386016,1.036879120765995,1.3083345116530705,4,1
6451,"({'exec_inorder_higher', 'longer_ending_F', 'has_error_F'})","({'has_author_F', 'num_contrib_lower'})",0.8965267727930535,1.0088127880495508,1.0756899146248768,3,2
7880,"({'has_author_F', 'has_equation_F', 'has_error_F', 'exec_skips_lower'})",({'num_commits_lower'}),0.8965256797583082,1.0368199557426978,1.3076876511388589,4,1
13070,"({'has_author_F', 'non_exec_prop_low', 'has_equation_F', 'markdown_prop_med'})","({'exec_inorder_higher', 'num_contrib_lower'})",0.8964980544747081,1.009276188108873,1.0796086681128834,4,2
2962,"({'exec_inorder_higher', 'has_author_F', 'jupyter_prop_high'})",({'num_commits_lower'}),0.8964891041162227,1.0367776565019011,1.3072255788605807,3,1
9060,"({'has_author_F', 'has_error_F', 'markdown_prop_med', 'num_contrib_lower'})",({'num_commits_lower'}),0.896455872133426,1.0367392241583437,1.3068060311871086,4,1
3513,"({'has_error_F', 'non_exec_prop_low'})","({'has_author_F', 'num_contrib_lower'})",0.8964326812428078,1.0087069119485623,1.074712643678161,2,2
7367,"({'has_author_F', 'has_comments_T', 'has_equation_F'})","({'exec_inorder_higher', 'num_contrib_lower'})",0.8964194373401535,1.009187681054689,1.0787892504755603,3,2
824,"({'has_equation_F', 'num_contrib_lower'})",({'num_commits_lower'}),0.8964120370370371,1.0366885294557557,1.3062530328782296,2,1
1979,"({'longer_ending_F', 'jupyter_prop_high', 'num_contrib_lower'})",({'has_comments_T'}),0.8963730569948186,1.0076499870339202,1.0656700130947183,3,1
9013,"({'exec_inorder_higher', 'has_author_F', 'markdown_prop_med', 'num_contrib_lower'})",({'num_commits_lower'}),0.8963567839195979,1.0366246299645627,1.305556657804584,4,1
3488,"({'has_author_F', 'non_exec_prop_low'})","({'exec_inorder_higher', 'num_contrib_lower'})",0.8963350785340315,1.0090927100351186,1.077911370360084,2,2
4674,"({'jupyter_prop_high', 'markdown_prop_med', 'exec_skips_lower'})",({'num_commits_lower'}),0.8963133640552995,1.0365744154723326,1.3050099422862402,3,1
4738,"({'has_comments_T', 'jupyter_prop_high', 'num_contrib_lower'})",({'num_commits_lower'}),0.8963058976020739,1.0365657806190567,1.304915975556526,3,1
126,({'is_education_T'}),({'has_comments_T'}),0.8962906888720666,1.0075573936240945,1.0648236354889178,1,1
792,"({'has_equation_F', 'markdown_prop_med'})",({'has_comments_T'}),0.896257386736704,1.0075199573178553,1.064481819337088,2,1
2168,"({'has_comments_T', 'longer_ending_F'})","({'exec_inorder_higher', 'num_contrib_lower'})",0.8962326503635162,1.0089773965517521,1.0768473700745373,2,2
2952,"({'has_author_F', 'jupyter_prop_high', 'non_exec_prop_low'})",({'num_commits_lower'}),0.8961640211640212,1.0364017024163414,1.3031330017487428,3,1
1916,"({'has_equation_F', 'longer_ending_F', 'num_contrib_lower'})",({'non_exec_prop_low'}),0.8961136023916294,1.0249606905038557,1.2100650339614836,3,1
5263,"({'exec_inorder_higher', 'markdown_prop_med', 'num_commits_lower'})",({'has_comments_T'}),0.8960619754680438,1.007300287437335,1.0624805138118092,3,1
438,({'has_equation_F'}),"({'has_author_F', 'num_contrib_lower'})",0.8960476448294532,1.0082736514264623,1.0707319402007862,1,2
16290,"({'has_error_F', 'exec_inorder_higher', 'num_contrib_lower', 'exec_skips_lower', 'non_exec_prop_low'})",({'num_commits_lower'}),0.8960359012715032,1.0362535334745149,1.3015270891100286,5,1
10600,"({'exec_inorder_higher', 'has_equation_F', 'markdown_prop_med', 'num_contrib_lower'})",({'num_commits_lower'}),0.8960176991150444,1.036232482924062,1.3012992561085484,4,1
6118,"({'has_author_F', 'longer_ending_F', 'jupyter_prop_high', 'num_contrib_lower'})",({'non_exec_prop_low'}),0.8959938366718028,1.0248237043510235,1.2086716135603086,4,1
13689,"({'has_author_F', 'has_error_F', 'exec_inorder_higher', 'exec_skips_lower', 'has_equation_F'})",({'num_commits_lower'}),0.8959627329192548,1.0361689152539186,1.3006117383401645,5,1
4235,"({'has_comments_T', 'has_equation_F'})","({'exec_inorder_higher', 'num_contrib_lower'})",0.8959608323133414,1.00867138419158,1.0740339435643311,2,2
9827,"({'has_author_F', 'has_comments_T', 'has_error_F'})","({'exec_inorder_higher', 'num_contrib_lower'})",0.895946763460375,1.0086555454976507,1.0738887253458937,3,2
9348,"({'exec_inorder_higher', 'has_author_F', 'markdown_prop_med', 'exec_skips_lower'})",({'has_comments_T'}),0.895930620413609,1.0071526257937087,1.0611394643476704,4,1
12766,"({'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'longer_ending_F', 'num_contrib_lower'})",({'has_comments_T'}),0.8958174904942964,1.007025451777445,1.0599871920271944,5,1
12793,"({'has_comments_T', 'longer_ending_F', 'num_commits_lower'})","({'exec_inorder_higher', 'has_author_F', 'num_contrib_lower'})",0.8958174904942964,1.0595342646992425,1.4831441342989196,3,3
12097,"({'non_exec_prop_low', 'has_error_F', 'markdown_prop_med'})","({'exec_inorder_higher', 'num_contrib_lower'})",0.8958041958041957,1.0084950430404975,1.0724193590911613,3,2
6264,"({'has_author_F', 'has_comments_T', 'longer_ending_F', 'num_contrib_lower'})",({'num_commits_lower'}),0.8957725947521865,1.035949023007198,1.2982390808667534,4,1
2214,"({'longer_ending_F', 'has_error_F', 'num_contrib_lower'})",({'num_commits_lower'}),0.8957100591715975,1.0358767014447905,1.297460615235069,3,1
8962,"({'has_comments_T', 'markdown_prop_med', 'exec_skips_lower'})","({'has_author_F', 'num_contrib_lower'})",0.8957011980267794,1.0078838136931982,1.0671753158658437,3,2
5649,"({'non_exec_prop_low', 'exec_skips_lower', 'num_contrib_lower'})",({'num_commits_lower'}),0.895618556701031,1.0357708800616163,1.2963232401614482,3,1
278,"({'longer_ending_F', 'jupyter_prop_high'})",({'num_commits_lower'}),0.8955965909090909,1.035745476917076,1.2960505022611406,2,1
5122,"({'exec_skips_lower', 'markdown_prop_med', 'num_contrib_lower'})",({'has_comments_T'}),0.8955932203389829,1.0067733404301324,1.0577102949429433,3,1
6011,"({'has_author_F', 'has_equation_F', 'longer_ending_F'})","({'exec_inorder_higher', 'num_contrib_lower'})",0.8955765047135607,1.0082387087463232,1.0700809932586464,3,2
1523,"({'has_author_F', 'has_equation_F', 'longer_ending_F'})",({'num_commits_lower'}),0.8955765047135607,1.0357222475006398,1.2958012027741417,3,1
16400,"({'has_author_F', 'has_error_F', 'exec_inorder_higher', 'non_exec_prop_low', 'num_contrib_lower', 'has_comments_T'})",({'num_commits_lower'}),0.8954198473282441,1.03554107533014,1.2938601382114059,6,1
589,"({'has_author_F', 'num_contrib_lower'})",({'num_commits_lower'}),0.8953831041257367,1.035498582307957,1.2934057129039331,2,1
1899,"({'has_equation_F', 'longer_ending_F', 'num_contrib_lower'})",({'has_comments_T'}),0.8953662182361734,1.006518157987769,1.0554156014217122,3,1
6322,"({'has_author_F', 'num_contrib_lower', 'longer_ending_F', 'num_commits_lower'})",({'non_exec_prop_low'}),0.8953488372093024,1.0240859640771403,1.2012221737232656,4,1
1235,"({'exec_inorder_higher', 'num_contrib_lower'})",({'has_comments_T'}),0.8953316953316954,1.006479349364531,1.055067492105259,2,1
3324,"({'has_author_F', 'has_links_F'})","({'exec_inorder_higher', 'num_contrib_lower'})",0.8953068592057761,1.007935142231171,1.067324914583302,2,2
8528,"({'jupyter_prop_high', 'exec_skips_lower'})","({'exec_inorder_higher', 'has_author_F', 'num_contrib_lower'})",0.8952504879635653,1.058863638577454,1.4751159682364954,2,3
14573,"({'exec_inorder_higher', 'has_comments_T', 'markdown_prop_med', 'exec_skips_lower'})","({'has_author_F', 'num_contrib_lower'})",0.8951902368987797,1.0073088569425857,1.0619726984089035,4,2
5195,"({'non_exec_prop_low', 'markdown_prop_med'})","({'exec_inorder_higher', 'num_contrib_lower'})",0.8951515151515151,1.0077602561238925,1.065743560501889,2,2
1122,"({'non_exec_prop_low', 'markdown_prop_med'})",({'has_comments_T'}),0.8951515151515151,1.0062768013798435,1.0532543781522572,2,1
5945,"({'has_author_F', 'has_equation_F', 'longer_ending_F', 'num_contrib_lower'})",({'has_comments_T'}),0.895142636854279,1.0062668209191135,1.0531651988599882,4,1
5477,"({'exec_inorder_higher', 'has_title_T', 'num_contrib_lower'})",({'has_comments_T'}),0.8951310861423221,1.006253836286585,1.0530491987279416,3,1
6718,"({'exec_inorder_higher', 'longer_ending_F', 'num_commits_lower', 'num_contrib_lower'})",({'has_comments_T'}),0.8951255539143279,1.0062476172805326,1.0529936493689331,4,1
9128,"({'non_exec_prop_low', 'has_error_F', 'markdown_prop_med'})","({'has_author_F', 'num_contrib_lower'})",0.8951048951048951,1.0072128264662645,1.0611086861632475,3,2
2665,"({'has_author_F', 'has_equation_F', 'exec_skips_lower'})",({'num_commits_lower'}),0.895049504950495,1.0351127793243735,1.2892944499806451,3,1
1749,"({'longer_ending_F', 'has_error_F'})","({'has_author_F', 'num_contrib_lower'})",0.8949550794747755,1.0070442470907224,1.0595953272530967,2,2
14806,"({'exec_inorder_higher', 'non_exec_prop_low', 'has_error_F', 'markdown_prop_med'})","({'has_author_F', 'num_contrib_lower'})",0.8949301983835415,1.0070162497527964,1.0593444094098827,4,2
12542,"({'exec_inorder_higher', 'non_exec_prop_low', 'exec_skips_lower', 'num_contrib_lower'})",({'num_commits_lower'}),0.8949107732980833,1.0349523380241843,1.2875924111027846,4,1
11397,"({'exec_inorder_higher', 'jupyter_prop_high', 'non_exec_prop_low', 'num_contrib_lower'})",({'has_comments_T'}),0.8948824343015215,1.0059743164792865,1.0505582485239733,4,1
2460,"({'has_author_F', 'has_equation_F', 'markdown_prop_med'})",({'has_comments_T'}),0.8948805460750853,1.0059721938459374,1.0505393776890937,3,1
12919,"({'exec_inorder_higher', 'has_equation_F', 'jupyter_prop_high', 'num_contrib_lower'})","({'has_author_F', 'num_commits_lower'})",0.894854586129754,1.0756095786061208,1.5982521801313199,4,2
4760,"({'exec_inorder_higher', 'jupyter_prop_high', 'num_contrib_lower'})",({'has_comments_T'}),0.8948328267477204,1.0059185505785218,1.0500626982184624,3,1
14004,"({'has_author_F', 'exec_inorder_higher', 'jupyter_prop_high', 'non_exec_prop_low', 'num_contrib_lower'})",({'has_comments_T'}),0.8948126801152738,1.0058959029166301,1.049861578660991,5,1
10687,"({'exec_inorder_higher', 'has_comments_T', 'has_equation_F', 'num_contrib_lower'})",({'num_commits_lower'}),0.894808743169399,1.0348343415452261,1.286343512445652,4,1
7836,"({'exec_inorder_higher', 'has_equation_F', 'has_author_F', 'exec_skips_lower'})",({'num_commits_lower'}),0.8947725729803123,1.034792511205399,1.2859013531209085,4,1
9229,"({'exec_inorder_higher', 'has_author_F', 'markdown_prop_med', 'num_commits_lower'})",({'has_comments_T'}),0.8947721179624665,1.0058503053248335,1.049456888906188,4,1
5038,"({'jupyter_prop_high', 'has_error_F', 'exec_skips_lower'})",({'num_commits_lower'}),0.8947368421052632,1.0347511889263796,1.2854648625054563,3,1
6393,"({'exec_inorder_higher', 'longer_ending_F', 'has_author_F', 'num_contrib_lower'})",({'non_exec_prop_low'}),0.8947006194081213,1.0233445427179262,1.193827509179143,4,1
1220,"({'has_title_T', 'num_contrib_lower'})",({'has_comments_T'}),0.8946608946608947,1.0057252746163443,1.0483488098156581,2,1
1253,"({'has_title_T', 'num_contrib_lower'})",({'num_commits_lower'}),0.8946608946608947,1.0346633567229226,1.2845380673630593,2,1
4613,"({'jupyter_prop_high', 'markdown_prop_med', 'num_commits_lower'})",({'has_comments_T'}),0.8946587537091988,1.0057228678840895,1.0483275032122021,3,1
1219,({'has_links_F'}),"({'exec_inorder_higher', 'num_contrib_lower'})",0.8945888966971187,1.007126861097346,1.0600552888112906,1,2
3062,"({'has_comments_T', 'markdown_prop_med'})","({'has_author_F', 'num_contrib_lower'})",0.8945497630331755,1.0065881665564858,1.0555225871632534,2,2
5116,"({'has_comments_T', 'markdown_prop_med'})","({'exec_inorder_higher', 'num_contrib_lower'})",0.8945497630331755,1.0070828044761695,1.0596618914266391,2,2
971,"({'jupyter_prop_high', 'num_contrib_lower'})",({'has_comments_T'}),0.8944927536231883,1.0055362603291091,1.046678114552404,2,1
8953,"({'has_author_F', 'exec_skips_lower', 'markdown_prop_med', 'num_contrib_lower'})",({'has_comments_T'}),0.8944405348346235,1.0054775590314635,1.0461603375527428,4,1
12128,"({'exec_inorder_higher', 'non_exec_prop_low', 'markdown_prop_med', 'num_commits_lower'})",({'has_comments_T'}),0.8944281524926687,1.0054636395292955,1.0460376351908447,4,1
499,"({'has_author_F', 'jupyter_prop_high'})",({'num_commits_lower'}),0.8944027697634162,1.0343648387319466,1.2813981056784343,2,1
110,({'num_contrib_lower'}),({'has_comments_T'}),0.894392523364486,1.0054235873542874,1.0456847301676828,1,1
7776,"({'exec_inorder_higher', 'has_equation_F', 'has_author_F', 'non_exec_prop_low'})",({'num_commits_lower'}),0.894380501015572,1.0343390852229557,1.2811279365185941,4,1
8100,"({'has_author_F', 'jupyter_prop_high', 'markdown_prop_med', 'num_commits_lower'})",({'has_comments_T'}),0.894333843797856,1.0053576232290913,1.0451040302633487,4,1
9637,"({'exec_inorder_higher', 'has_comments_T', 'has_author_F', 'num_contrib_lower'})",({'num_commits_lower'}),0.8942807625649913,1.0342237390390687,1.2799192850140608,4,1
14639,"({'has_author_F', 'exec_inorder_higher', 'num_contrib_lower', 'non_exec_prop_low', 'markdown_prop_med'})",({'num_commits_lower'}),0.894251242015614,1.0341895989186127,1.2795619860615963,5,1
16215,"({'has_error_F', 'exec_inorder_higher', 'exec_skips_lower', 'num_contrib_lower', 'has_comments_T'})",({'num_commits_lower'}),0.8941088739746458,1.034024952183702,1.2778416461229183,5,1
8294,"({'exec_inorder_higher', 'has_author_F', 'jupyter_prop_high', 'num_contrib_lower'})",({'has_comments_T'}),0.8941027266962588,1.0050978149465795,1.0428231272069577,4,1
6400,"({'has_author_F', 'longer_ending_F', 'non_exec_prop_low'})","({'exec_inorder_higher', 'num_contrib_lower'})",0.8940852819807429,1.0065598923920795,1.055014823674799,3,2
4749,"({'jupyter_prop_high', 'non_exec_prop_low', 'num_contrib_lower'})",({'has_comments_T'}),0.894078947368421,1.0050710836217136,1.0425890129076505,3,1
1240,({'has_comments_T'}),"({'exec_inorder_higher', 'num_contrib_lower'})",0.8940137389597645,1.006479349364531,1.0543026658260193,1,2
12148,"({'exec_inorder_higher', 'exec_skips_lower', 'markdown_prop_med', 'num_commits_lower'})",({'has_comments_T'}),0.8939617083946981,1.004939290447622,1.0414362966196233,4,1
1040,"({'jupyter_prop_high', 'exec_skips_lower'})",({'num_commits_lower'}),0.8939492517891997,1.0338403512615126,1.2759183039527837,2,1
12434,"({'has_comments_T', 'has_error_F', 'exec_skips_lower', 'num_contrib_lower'})",({'num_commits_lower'}),0.8939283101682517,1.033816132557024,1.2756664007585912,4,1
1797,"({'has_author_F', 'longer_ending_F', 'num_commits_lower'})",({'non_exec_prop_low'}),0.8938973647711511,1.0224257926563691,1.1847895858474333,3,1
7594,"({'exec_inorder_higher', 'has_equation_F', 'has_error_F'})","({'has_author_F', 'num_contrib_lower'})",0.8938694792353328,1.0058226802201118,1.048756815082512,3,2
12801,"({'has_author_F', 'exec_inorder_higher', 'longer_ending_F', 'non_exec_prop_low', 'num_contrib_lower'})",({'has_comments_T'}),0.8938461538461538,1.0048093908054654,1.0403026334933803,5,1
338,"({'longer_ending_F', 'num_contrib_lower'})",({'non_exec_prop_low'}),0.8938442211055275,1.0223650077647348,1.1841964569359382,2,1
8273,"({'has_author_F', 'jupyter_prop_high', 'non_exec_prop_low', 'num_contrib_lower'})",({'has_comments_T'}),0.8938356164383562,1.0047975452700069,1.040199377648865,4,1
2231,"({'longer_ending_F', 'non_exec_prop_low'})","({'exec_inorder_higher', 'num_contrib_lower'})",0.893828798938288,1.0062711441609917,1.0524661719773034,2,2
11818,"({'num_commits_lower', 'exec_skips_lower', 'markdown_prop_med', 'num_contrib_lower'})",({'has_comments_T'}),0.8938253012048194,1.0047859494898141,1.0400983187372124,4,1
11943,"({'has_comments_T', 'has_error_F', 'markdown_prop_med'})","({'exec_inorder_higher', 'num_contrib_lower'})",0.89382373351839,1.0062654415187378,1.0524159612921262,3,2
11931,"({'exec_inorder_higher', 'has_error_F', 'markdown_prop_med', 'num_contrib_lower'})",({'has_comments_T'}),0.89382373351839,1.0047841871887297,1.040082961745734,4,1
1933,"({'has_equation_F', 'longer_ending_F'})","({'exec_inorder_higher', 'num_contrib_lower'})",0.8938115330520393,1.0062517062517062,1.0522950445307147,2,2
6717,"({'exec_inorder_higher', 'has_comments_T', 'longer_ending_F', 'num_contrib_lower'})",({'num_commits_lower'}),0.8938053097345133,1.0336738842007926,1.2741888549396196,4,1
1332,"({'has_links_F', 'non_exec_prop_low'})",({'num_commits_lower'}),0.8937160589604345,1.0335706668744853,1.2731188688202333,2,1
11754,"({'exec_inorder_higher', 'jupyter_prop_high', 'has_error_F', 'exec_skips_lower'})",({'num_commits_lower'}),0.8936977980258163,1.0335495483478774,1.2729001683606664,4,1
14436,"({'has_author_F', 'exec_inorder_higher', 'markdown_prop_med', 'num_contrib_lower', 'has_comments_T'})",({'num_commits_lower'}),0.8936761640027797,1.0335245288896358,1.272641167626661,5,1
3362,"({'exec_inorder_higher', 'has_author_F', 'num_contrib_lower'})",({'has_comments_T'}),0.8936499741868869,1.0045888571453179,1.0383836286354788,3,1
8631,"({'has_author_F', 'has_comments_T', 'jupyter_prop_high', 'has_error_F'})",({'num_commits_lower'}),0.8936495791889822,1.0334937839081062,1.2723230407380757,4,1
5613,"({'exec_inorder_higher', 'has_title_T', 'num_contrib_lower'})",({'num_commits_lower'}),0.893632958801498,1.033474562652313,1.2721242338360128,3,1
14815,"({'has_author_F', 'non_exec_prop_low', 'has_error_F', 'markdown_prop_med'})","({'exec_inorder_higher', 'num_contrib_lower'})",0.8936170212765957,1.0060327251816614,1.0503710170231342,4,2
10668,"({'has_comments_T', 'has_equation_F', 'non_exec_prop_low', 'num_contrib_lower'})",({'num_commits_lower'}),0.8936170212765957,1.033456131117961,1.271933653426451,4,1
2826,"({'has_author_F', 'jupyter_prop_high', 'num_contrib_lower'})",({'has_comments_T'}),0.8935912938331317,1.004522892135282,1.037810999563509,3,1
2186,"({'num_commits_lower', 'longer_ending_F', 'num_contrib_lower'})",({'non_exec_prop_low'}),0.8935870331219168,1.0220708401808845,1.181334389390098,3,1
3144,"({'has_author_F', 'non_exec_prop_low', 'markdown_prop_med'})",({'has_comments_T'}),0.8935361216730039,1.0044608708306437,1.0372731807694717,3,1
12837,"({'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'longer_ending_F', 'num_contrib_lower'})",({'non_exec_prop_low'}),0.8935361216730038,1.0220126084637302,1.1807694705992393,5,1
3327,"({'has_author_F', 'has_title_T', 'num_contrib_lower'})",({'has_comments_T'}),0.8934865900383141,1.0044051902736888,1.03679082050815,3,1
5008,"({'non_exec_prop_low', 'jupyter_prop_high', 'has_error_F'})",({'num_commits_lower'}),0.8933823529411765,1.0331847403272263,1.2691340929273476,3,1
4045,"({'has_equation_F', 'markdown_prop_med', 'num_contrib_lower'})",({'num_commits_lower'}),0.8933333333333332,1.033128049806495,1.2685508511566987,3,1
11321,"({'has_comments_T', 'jupyter_prop_high', 'non_exec_prop_low', 'num_contrib_lower'})",({'num_commits_lower'}),0.8933038999264165,1.0330940104651287,1.2682009060943118,4,1
14875,"({'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'non_exec_prop_low', 'markdown_prop_med'})",({'has_comments_T'}),0.8932926829268293,1.0041872112783936,1.0349067780757004,5,1
9691,"({'has_author_F', 'has_comments_T', 'has_error_F', 'num_contrib_lower'})",({'num_commits_lower'}),0.8932729624838293,1.0330582317266295,1.2678332870388744,4,1
1819,"({'has_author_F', 'longer_ending_F', 'exec_skips_lower'})",({'num_commits_lower'}),0.8932461873638344,1.0330272666585283,1.2675152994414705,3,1
368,"({'exec_inorder_higher', 'longer_ending_F'})",({'has_comments_T'}),0.8932340161390441,1.004121261518425,1.0343381076609182,2,1
8155,"({'has_author_F', 'non_exec_prop_low', 'jupyter_prop_high', 'markdown_prop_med'})",({'num_commits_lower'}),0.8932190179267342,1.0329958455679698,1.2671927918513253,4,1
12185,"({'exec_inorder_higher', 'non_exec_prop_low', 'markdown_prop_med', 'exec_skips_lower'})",({'has_comments_T'}),0.8932038834951456,1.004087388168488,1.0340462680052376,4,1
6265,"({'has_author_F', 'num_contrib_lower', 'longer_ending_F', 'num_commits_lower'})",({'has_comments_T'}),0.8931686046511628,1.004047729762421,1.0337047957550545,4,1
11736,"({'exec_inorder_higher', 'non_exec_prop_low', 'jupyter_prop_high', 'has_error_F'})",({'num_commits_lower'}),0.8931591083781707,1.032926560976471,1.2664822310636876,4,1
5537,"({'exec_inorder_higher', 'non_exec_prop_low', 'num_contrib_lower'})",({'has_comments_T'}),0.8931552587646077,1.004032727099959,1.033575676560454,3,1
12028,"({'exec_inorder_higher', 'has_error_F', 'markdown_prop_med', 'num_contrib_lower'})",({'num_commits_lower'}),0.8931297709923665,1.032892632682237,1.266134563821164,4,1
1771,"({'exec_inorder_higher', 'longer_ending_F', 'has_author_F'})",({'has_comments_T'}),0.8931101094655506,1.003981972907545,1.0331391037743298,3,1
6735,"({'exec_inorder_higher', 'longer_ending_F', 'non_exec_prop_low', 'num_contrib_lower'})",({'has_comments_T'}),0.8930957683741647,1.0039658514942156,1.0330005092390506,4,1
5687,"({'exec_inorder_higher', 'has_error_F', 'num_contrib_lower'})",({'num_commits_lower'}),0.8930390492359931,1.0327877141845836,1.2650606583387014,3,1
11878,"({'non_exec_prop_low', 'markdown_prop_med', 'exec_skips_lower', 'num_contrib_lower'})",({'has_comments_T'}),0.8930232558139535,1.0038843371294246,1.032300305543431,4,1
14911,"({'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'exec_skips_lower', 'markdown_prop_med'})",({'has_comments_T'}),0.8930197268588772,1.0038803700852246,1.0322662530840707,5,1
3426,"({'has_author_F', 'non_exec_prop_low', 'num_contrib_lower'})",({'num_commits_lower'}),0.8930155210643015,1.0327605041687606,1.2647824444831424,3,1
3568,"({'exec_inorder_higher', 'has_author_F', 'has_links_F'})",({'num_commits_lower'}),0.8929110105580694,1.0326396391663488,1.2635481154056603,3,1
9091,"({'has_author_F', 'non_exec_prop_low', 'markdown_prop_med'})","({'exec_inorder_higher', 'num_contrib_lower'})",0.8929024081115337,1.0052282147339182,1.0433623724427215,3,2
3956,"({'has_comments_T', 'has_equation_F', 'jupyter_prop_high'})",({'num_commits_lower'}),0.8928844682478959,1.0326089433396919,1.2632350190185193,3,1
2145,"({'num_commits_lower', 'longer_ending_F', 'num_contrib_lower'})",({'has_comments_T'}),0.8928823114869627,1.0037258957883375,1.030942015667717,3,1
2264,"({'longer_ending_F', 'has_error_F'})","({'exec_inorder_higher', 'num_contrib_lower'})",0.8928818244644091,1.00520504169433,1.0431618816969632,2,2
2078,"({'longer_ending_F', 'markdown_prop_med', 'num_contrib_lower'})",({'num_commits_lower'}),0.892857142857143,1.0325773418908202,1.2629128473737834,3,1
8173,"({'exec_inorder_higher', 'has_author_F', 'jupyter_prop_high', 'markdown_prop_med'})",({'num_commits_lower'}),0.8928571428571429,1.03257734189082,1.262912847373782,4,1
14483,"({'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_skips_lower', 'markdown_prop_med'})",({'has_comments_T'}),0.8927738927738927,1.0036040178336547,1.029899607158446,5,1
3370,"({'has_author_F', 'has_comments_T'})","({'exec_inorder_higher', 'num_contrib_lower'})",0.8927282104177411,1.005032103227049,1.0416680656750499,2,2
10860,"({'num_commits_lower', 'has_equation_F', 'has_error_F', 'num_contrib_lower'})",({'non_exec_prop_low'}),0.892723180795199,1.0210827794317527,1.1718216310097607,4,1
16452,"({'has_comments_T', 'has_error_F', 'non_exec_prop_low', 'num_commits_lower'})","({'exec_inorder_higher', 'has_author_F', 'num_contrib_lower'})",0.8926940639269405,1.0558400105609813,1.4399732533410086,4,3
8933,"({'exec_inorder_higher', 'has_comments_T', 'markdown_prop_med'})","({'has_author_F', 'num_contrib_lower'})",0.8926799007444168,1.0044841122816597,1.037131979119096,3,2
2000,"({'longer_ending_F', 'jupyter_prop_high', 'num_contrib_lower'})",({'non_exec_prop_low'}),0.8926720947446336,1.021024348007966,1.1712638661027412,3,1
5016,"({'exec_inorder_higher', 'jupyter_prop_high', 'exec_skips_lower'})",({'num_commits_lower'}),0.8926666666666666,1.0323570587245499,1.2606716533234281,3,1
6454,"({'has_author_F', 'longer_ending_F', 'has_error_F'})","({'exec_inorder_higher', 'num_contrib_lower'})",0.8926512968299712,1.0049455140233239,1.0409217275654088,3,2
2641,"({'has_author_F', 'has_equation_F', 'non_exec_prop_low'})",({'num_commits_lower'}),0.8926045016077169,1.0322851656654615,1.2599419232246967,3,1
13402,"({'has_author_F', 'has_equation_F', 'exec_skips_lower', 'num_contrib_lower'})","({'exec_inorder_higher', 'num_commits_lower'})",0.8926031294452348,1.0819861214598057,1.6297750194397318,4,2
15092,"({'has_author_F', 'exec_inorder_higher', 'non_exec_prop_low', 'num_contrib_lower', 'has_comments_T'})",({'num_commits_lower'}),0.8925998690242304,1.0322798081446298,1.2598875770512383,5,1
15054,"({'has_author_F', 'has_error_F', 'num_commits_lower', 'exec_inorder_higher', 'markdown_prop_med'})",({'exec_skips_lower'}),0.8925811437403401,1.062287480680062,1.4872208736720813,5,1
3315,"({'has_links_F', 'num_contrib_lower'})","({'has_author_F', 'non_exec_prop_low'})",0.8925619834710743,1.070607070226299,1.5478964509955337,2,2
14350,"({'jupyter_prop_high', 'has_error_F', 'exec_skips_lower'})","({'exec_inorder_higher', 'has_author_F', 'num_contrib_lower'})",0.8925129725722758,1.0556258235225007,1.437547223769172,3,3
13688,"({'has_author_F', 'has_error_F', 'num_commits_lower', 'exec_inorder_higher', 'has_equation_F'})",({'exec_skips_lower'}),0.8924980665119877,1.062188607989072,1.4860715530587332,5,1
14950,"({'has_author_F', 'exec_inorder_higher', 'non_exec_prop_low', 'markdown_prop_med', 'exec_skips_lower'})",({'has_comments_T'}),0.8924980665119877,1.0032939501368812,1.0272571118138236,5,1
4322,"({'has_equation_F', 'has_error_F', 'num_contrib_lower'})",({'non_exec_prop_low'}),0.8924949290060853,1.0208217086135505,1.1693336517793183,3,1
3068,"({'has_author_F', 'markdown_prop_med', 'num_contrib_lower'})",({'num_commits_lower'}),0.8924731182795699,1.0321332226039852,1.2584024443474464,3,1
9149,"({'exec_inorder_higher', 'markdown_prop_med', 'exec_skips_lower'})","({'has_author_F', 'num_contrib_lower'})",0.892466194462331,1.0042436402324166,1.0350708447792327,3,2
4102,"({'non_exec_prop_low', 'has_equation_F', 'markdown_prop_med'})",({'has_comments_T'}),0.8924570575056012,1.0032478502185145,1.026865391144091,3,1
579,"({'has_author_F', 'num_contrib_lower'})",({'has_comments_T'}),0.8924361493123772,1.003224346454689,1.0266657896992206,2,1
4093,"({'has_equation_F', 'markdown_prop_med', 'num_commits_lower'})",({'has_comments_T'}),0.892400300978179,1.0031840478611425,1.02632374173186,3,1
6555,"({'exec_inorder_higher', 'longer_ending_F', 'has_author_F', 'exec_skips_lower'})",({'num_commits_lower'}),0.8923766816143498,1.0320216948906993,1.2572748435908632,4,1
