,nb_id,repo_id,err_in
1608,28618,167244150,filtered out
1609,28619,167244150,filtered out
1610,28620,167244150,filtered out
1611,28621,167244150,filtered out
1612,28859,167248515,no code
1613,28862,167252003,no code
1614,28866,167252003,no code
1615,28867,167252003,no code
1616,28868,167252003,no code
1617,28869,167252003,has_reqtext
1618,28873,167252003,no code
1619,28874,167252003,no code
1620,28875,167252003,no code
1621,28876,167252003,no code
1622,28877,167252003,no code
1623,28878,167252003,no code
1624,28879,167252003,no code
1625,28880,167252003,no code
1626,28882,167252003,no code
1627,28887,167252003,no code
1628,28888,167252003,no code
1629,28891,167252003,no code
1630,28892,167252003,no code
1631,28894,167252003,no code
1632,28896,167252003,no code
1633,28897,167252003,no code
1634,28903,167252003,no code
1635,28904,167252003,no code
1636,28907,167252003,no code
1637,28910,167252003,no code
1638,28912,167252003,no code
1639,28913,167252003,has_reqtext
1640,28929,167252303,no code
1641,28930,167252303,no code
1642,28966,167250343,nb file
1643,29369,167255070,no code
1644,29429,167262995,filtered out
1645,29430,167262995,filtered out
1646,29442,167264317,no code
1647,29451,167260979,no code
1648,29452,167260979,no code
1649,29453,167260979,no code
1650,29458,167260979,no code
1651,29588,167271740,no code
1652,29607,167271735,no code
1653,29611,167271735,no code
1654,29613,167271735,no code
1655,29627,167271761,no code
1656,29630,167271774,no code
1657,29631,167271774,no code
1658,29632,167271813,no code
1659,29639,167271813,no code
1660,29650,167271932,no code
1661,29704,167271900,no code
1662,29706,167271900,no code
1663,29728,167272145,no code
1664,29730,167272145,no code
1665,29803,167277368,no code
1666,29805,167274962,no code
1667,29806,167274962,no code
1668,29807,167274962,no code
1669,29907,167277364,no code
1670,29911,167277364,no code
1671,29912,167277364,no code
1672,29922,167277364,no code
1673,29927,167277364,no code
1674,29930,167277364,no code
1675,29933,167277364,no code
1676,29934,167277364,no code
1677,29948,167277364,no code
1678,29950,167277364,no code
1679,29951,167277364,no code
1680,29979,167276294,no code
1681,29983,167276294,no code
1682,29992,167275536,no code
1683,30001,167275536,no code
1684,30156,167279059,no code
1685,30159,167279198,no code
1686,30168,167279198,no code
1687,30169,167279198,no code
1688,30182,167279198,no code
1689,30217,167279237,no code
1690,30218,167279237,no code
1691,30219,167279237,no code
1692,30220,167279237,no code
1693,30221,167279237,no code
1694,30222,167279237,no code
1695,30223,167279237,no code
1696,30224,167279237,no code
1697,30225,167279237,no code
1698,30226,167279237,no code
1699,30227,167279237,no code
1700,30228,167279237,no code
1701,30229,167279237,no code
1702,30230,167279237,no code
1703,30231,167279237,no code
1704,30232,167279237,no code
1705,30233,167279237,no code
1706,30234,167279237,no code
1707,30235,167279237,no code
1708,30236,167279237,no code
1709,30237,167279237,no code
1710,30238,167279237,no code
1711,30239,167279237,no code
1712,30240,167279237,no code
1713,30241,167279237,no code
1714,30242,167279237,no code
1715,30243,167279237,no code
1716,30244,167279237,no code
1717,30245,167279237,no code
1718,30246,167279237,no code
1719,30247,167279237,no code
1720,30248,167279237,no code
1721,30255,167280463,no code
1722,30261,167280463,no code
1723,30411,167300100,no code
1724,30434,167300100,no code
1725,30435,167300100,no code
1726,30446,167300100,no code
1727,30452,167300100,no code
1728,30458,167300100,no code
1729,30466,167300100,no code
1730,30501,167300100,no code
1731,30521,167300100,no code
1732,30538,167300100,no code
1733,30554,167300100,no code
1734,30560,167300100,no code
1735,30561,167300100,no code
1736,30655,167297521,no code
1737,30723,167302880,no code
1738,30724,167302880,no code
1739,30725,167302880,no code
1740,30727,167302880,no code
1741,30728,167302880,no code
1742,30737,167302880,no code
1743,30738,167302880,no code
1744,30740,167302880,no code
1745,30741,167302880,no code
1746,30743,167302880,no code
1747,30757,167305982,no code
1748,30887,167306762,no code
1749,30917,167310883,no code
1750,30922,167310883,no code
1751,30929,167310883,no code
1752,30935,167310883,no code
1753,30944,167310883,no code
1754,30950,167310883,no code
1755,30968,167311672,nb file
1756,31007,167318489,no code
1757,31093,167324870,nb file
1758,31094,167324870,no code
1759,31095,167324870,nb file
1760,31097,167324870,no code
1761,31212,167324759,no code
1762,31213,167324759,no code
1763,31215,167324759,no code
1764,31218,167324759,no code
1765,31228,167324759,no code
1766,31231,167324759,no code
1767,31233,167324759,no code
1768,31345,167332005,no code
1769,31362,167333367,nb file
1770,31370,167327599,no code
1771,31372,167327599,no code
1772,31382,167335295,no code
1773,31384,167335295,no code
1774,31387,167332014,no code
1775,31616,167347845,no code
1776,31631,167347845,no code
1777,31640,167347845,no code
1778,31642,167347845,no code
1779,31644,167347845,no code
1780,31649,167347845,no code
1781,31653,167347845,no code
1782,31661,167347845,no code
1783,31669,167347845,no code
1784,31671,167347845,no code
1785,31674,167347845,no code
1786,31676,167347845,no code
1787,31677,167347845,no code
1788,31759,167352911,nb file
1789,31788,167357401,no code
1790,31799,167357401,no code
1791,31826,167353365,no code
1792,31843,167359823,no code
1793,31849,167359823,no code
1794,31850,167359823,no code
1795,31852,167359823,no code
1796,31853,167359823,no code
1797,31854,167359823,no code
1798,31855,167359823,no code
1799,31856,167359823,no code
1800,31857,167359560,no code
1801,31926,167364574,no code
1802,32052,167374290,no code
1803,32071,167375803,no code
1804,32103,167375434,no code
1805,32136,167381754,no code
1806,32138,167381754,no code
1807,32141,167381754,no code
1808,32142,167381754,no code
1809,32143,167381754,no code
1810,32144,167381754,no code
1811,32147,167381754,no code
1812,32149,167381754,no code
1813,32150,167381754,no code
1814,32153,167381754,no code
1815,32161,167379871,no code
1816,32184,167382008,filtered out
1817,32185,167382008,filtered out
1818,32186,167382008,filtered out
1819,32187,167382008,filtered out
1820,32188,167382008,filtered out
1821,32189,167382008,filtered out
1822,32190,167382008,filtered out
1823,32191,167382008,filtered out
1824,32192,167382008,filtered out
1825,32193,167382008,filtered out
1826,32283,167387884,nb file
1827,32290,167387671,no code
1828,32293,167390186,no code
1829,32296,167390186,no code
1830,32297,167390186,no code
1831,32304,167390186,no code
1832,32412,167403850,no code
1833,32436,167403850,no code
1834,32437,167403850,no code
1835,32452,167401634,nb file
1836,32486,167395743,no code
1837,32490,167395743,no code
1838,32518,167399012,no code
1839,32551,167409630,no code
1840,32553,167409630,no code
1841,32570,167409630,no code
1842,32586,167409630,no code
1843,32706,167420188,no code
1844,32719,167417366,no code
1845,32761,167417130,no code
1846,32850,167428047,no code
1847,32852,167428047,no code
1848,32904,167425787,no code
1849,32915,167421891,no code
1850,32916,167421891,no code
1851,32996,167429689,no code
1852,33061,167439573,no code
1853,33063,167439573,no code
1854,33064,167439573,no code
1855,33071,167439573,no code
1856,33072,167439573,no code
1857,33091,167438338,no code
1858,33101,167438338,no code
1859,33110,167440778,no code
1860,33115,167440778,no code
1861,33116,167440778,no code
1862,33117,167440778,no code
1863,33120,167440778,no code
1864,33123,167440778,no code
1865,33128,167440778,no code
1866,33133,167440778,no code
1867,33150,167440778,no code
1868,33152,167440778,no code
1869,33159,167440778,no code
1870,33162,167440778,no code
1871,33163,167440778,no code
1872,33166,167440778,no code
1873,33169,167440778,no code
1874,33173,167440778,no code
1875,33175,167440778,no code
1876,33181,167440778,no code
1877,33186,167440778,no code
1878,33196,167439896,no code
1879,33197,167439896,no code
1880,33198,167439896,no code
1881,33280,167439900,no code
1882,33311,167445693,no code
1883,33315,167444915,nb file
1884,33354,167446499,no code
1885,33359,167446499,no code
1886,33383,167449685,no code
1887,33426,167448961,no code
1888,33438,167448961,no code
1889,33459,167454634,no code
1890,33460,167454634,no code
1891,33489,167454661,nb file
1892,33506,167454661,no code
1893,33520,167454661,nb file
1894,33522,167454661,no code
1895,33547,167450946,no code
1896,33552,167450946,no code
1897,33615,167458219,no code
1898,33616,167458219,no code
1899,33618,167458219,no code
1900,33619,167458219,no code
1901,33620,167458219,no code
1902,33621,167458219,no code
1903,33622,167458219,no code
1904,33625,167458219,no code
1905,33626,167458219,no code
1906,33627,167458219,no code
1907,33628,167458219,no code
1908,33629,167458219,no code
1909,33630,167458219,no code
1910,33631,167458219,no code
1911,33632,167458219,no code
1912,33634,167458219,no code
1913,33635,167458219,no code
1914,33636,167458219,no code
1915,33637,167458219,no code
1916,33666,167458448,nb file
1917,33678,167458448,nb file
1918,33685,167458592,no code
1919,33686,167458592,no code
1920,33695,167466596,no code
1921,33699,167466596,no code
1922,33703,167466596,no code
1923,33714,167466596,no code
1924,33720,167466596,no code
1925,33878,167467264,no code
1926,33950,167467525,no code
1927,33971,167467525,no code
1928,33983,167467525,no code
1929,33992,167467525,no code
1930,34040,167467525,no code
1931,34060,167463683,no code
1932,34061,167463683,no code
1933,34067,167462627,no code
1934,34090,167462627,no code
1935,34091,167462627,no code
1936,34102,167462627,no code
1937,34108,167462627,no code
1938,34114,167462627,no code
1939,34122,167462627,no code
1940,34157,167462627,no code
1941,34177,167462627,no code
1942,34194,167462627,no code
1943,34210,167462627,no code
1944,34216,167462627,no code
1945,34217,167462627,no code
1946,34326,167469008,no code
1947,34328,167469008,no code
1948,34344,167470284,no code
1949,34345,167470284,no code
1950,34346,167470284,no code
1951,34348,167470284,no code
1952,34350,167470284,no code
1953,34351,167470284,no code
1954,34352,167470284,no code
1955,34353,167470284,no code
1956,34354,167470284,no code
1957,34355,167470284,no code
1958,34411,167481493,has_author
1959,34417,167481163,has_author
1960,34418,167476110,no code
1961,34419,167476110,no code
1962,34457,167482680,no code
1963,34460,167482680,no code
1964,34482,167487537,has_author
1965,34483,167487537,has_author
1966,34484,167487537,has_author
1967,34485,167487537,has_author
1968,34486,167487537,has_author
1969,34490,167483140,no code
1970,34598,167492499,no code
1971,34605,167492499,no code
1972,34607,167492499,no code
1973,34609,167492499,no code
1974,34701,167496657,no code
1975,34714,167496657,no code
1976,34716,167496657,no code
1977,34730,167496657,no code
1978,34788,167500717,no code
1979,34798,167497060,no code
1980,35009,167499534,no code
1981,35086,167504176,no code
1982,35087,167504176,no code
1983,35101,167506106,no code
1984,35102,167506106,no code
1985,35104,167506106,no code
1986,35105,167506106,no code
1987,35106,167506106,no code
1988,35107,167506106,no code
1989,35108,167506106,no code
1990,35109,167506106,no code
1991,35112,167506106,no code
1992,35113,167506106,no code
1993,35115,167506106,no code
1994,35116,167506106,no code
1995,35117,167506106,no code
1996,35118,167506106,no code
1997,35119,167506106,no code
1998,35120,167506106,no code
1999,35125,167506106,no code
2000,35126,167506106,no code
2001,35127,167506106,no code
2002,35128,167506106,no code
2003,35129,167506106,no code
2004,35130,167506106,no code
2005,35131,167506106,no code
2006,35132,167506106,no code
2007,35133,167506106,no code
2008,35134,167506106,no code
2009,35135,167506106,no code
2010,35137,167506106,no code
2011,35141,167506106,no code
2012,35142,167506106,no code
2013,35143,167506106,no code
2014,35144,167506106,no code
2015,35146,167506106,no code
2016,35147,167506106,no code
2017,35148,167506106,no code
2018,35150,167506106,no code
2019,35177,167505718,no code
2020,35188,167505718,no code
2021,35200,167505718,no code
2022,35218,167505718,no code
2023,35244,167505718,no code
2024,35332,167516600,no code
2025,35336,167516600,no code
2026,35341,167516600,no code
2027,35403,167513690,no code
2028,35419,167512431,no code
2029,35471,167516974,no code
2030,35474,167511840,no code
2031,35488,167511840,no code
2032,35492,167511200,no code
2033,35504,167511200,no code
2034,35519,167511200,no code
2035,35564,167520977,no code
2036,35627,167518074,no code
2037,35674,167517656,no code
2038,35747,167526256,no code
2039,35749,167528084,no code
2040,35750,167528084,no code
2041,35751,167528084,no code
2042,35752,167528084,no code
2043,35753,167528084,no code
2044,35755,167528084,no code
2045,35761,167531175,no code
2046,35765,167529312,no code
2047,35770,167529312,no code
2048,35778,167529570,no code
2049,35791,167528713,no code
2050,35796,167528713,no code
2051,35883,167537659,no code
2052,35884,167537659,no code
2053,35960,167547348,no code
2054,35961,167547348,no code
2055,35969,167547867,no code
2056,35976,167544035,no code
2057,36015,167543442,no code
2058,36135,167553168,no code
2059,36139,167549066,no code
2060,36257,167563515,no code
2061,36267,167559134,no code
2062,36269,167559134,no code
2063,36271,167559134,no code
2064,36272,167559134,no code
2065,36277,167559134,no code
2066,36309,167561142,filtered out
2067,36312,167561452,no code
2068,36315,167561452,no code
2069,36317,167561452,no code
2070,36318,167561452,no code
2071,36320,167561452,no code
2072,36492,167567908,no code
2073,36493,167567908,no code
2074,36499,167567908,no code
2075,36500,167567908,no code
2076,36501,167567908,no code
2077,36565,167574113,nb file
2078,36571,167574113,nb file
2079,36587,167579494,no code
2080,36589,167579494,no code
2081,36591,167579494,no code
2082,36592,167579494,no code
2083,36594,167579494,no code
2084,36595,167579494,no code
2085,36600,167579494,no code
2086,36601,167579494,no code
2087,36604,167579494,no code
2088,36606,167579494,no code
2089,36609,167579494,no code
2090,36613,167579494,no code
2091,36616,167579494,no code
2092,36619,167579494,no code
2093,36621,167579494,no code
2094,36624,167579494,no code
2095,36634,167579494,no code
2096,36639,167579494,no code
2097,36641,167579494,nb file
2098,36655,167578945,no code
2099,36670,167579164,no code
2100,36684,167588209,no code
2101,36685,167588209,no code
2102,36686,167588209,no code
2103,36688,167588209,no code
2104,36691,167588209,no code
2105,36693,167588209,no code
2106,36694,167588209,no code
2107,36695,167588209,no code
2108,36696,167588209,no code
2109,36697,167588209,no code
2110,36699,167588209,no code
2111,36702,167588209,no code
2112,36705,167588209,no code
2113,36710,167588209,no code
2114,36714,167588209,no code
2115,36715,167588209,no code
2116,36716,167588209,no code
2117,36717,167588209,no code
2118,36723,167588209,no code
2119,36725,167588209,no code
2120,36726,167588209,no code
2121,36730,167588209,no code
2122,36736,167588209,no code
2123,36739,167588209,no code
2124,36740,167588209,no code
2125,36741,167588209,no code
2126,36742,167588209,no code
2127,36744,167588209,no code
2128,36747,167588209,no code
2129,36749,167588209,no code
2130,36750,167588209,no code
2131,36751,167588209,no code
2132,36752,167588209,no code
2133,36753,167588209,no code
2134,36755,167588209,no code
2135,36758,167588209,no code
2136,36759,167588209,no code
2137,36761,167588209,no code
2138,36762,167588209,no code
2139,36764,167588209,no code
2140,36766,167588209,no code
2141,36770,167588209,no code
2142,36772,167588209,no code
2143,36773,167588209,no code
2144,36775,167588209,no code
2145,36777,167588209,no code
2146,36779,167588209,no code
2147,36787,167588209,no code
2148,36789,167588209,no code
2149,36855,167589886,no code
2150,36858,167585800,no code
2151,36863,167585800,no code
2152,36865,167585800,no code
2153,36869,167585800,no code
2154,36875,167585800,no code
2155,36877,167585800,no code
2156,36879,167585800,no code
2157,36880,167585800,no code
2158,36987,167593112,no code
2159,36997,167601201,no code
2160,37023,167604336,nb file
2161,37031,167604336,nb file
2162,37232,167606331,no code
2163,37248,167611068,no code
2164,37299,167612991,no code
2165,37311,167619488,no code
2166,37313,167619488,no code
2167,37316,167619488,no code
2168,37383,167614154,no code
2169,37397,167615521,no code
2170,37426,167615994,nb file
2171,37435,167613238,no code
2172,37436,167613238,no code
2173,37438,167613238,no code
2174,37441,167613238,no code
2175,37443,167613238,no code
2176,37447,167613238,no code
2177,37466,167616031,no code
2178,37469,167616031,nb file
2179,37539,167624961,no code
2180,37542,167624961,no code
2181,37559,167625085,no code
2182,37562,167623161,no code
2183,37572,167623774,no code
2184,37605,167621557,no code
2185,37659,167623494,no code
2186,37698,167629203,no code
2187,37705,167629203,no code
2188,37720,167625672,no code
2189,37721,167625672,no code
2190,37730,167625672,no code
2191,37736,167630087,no code
2192,37739,167630087,no code
2193,37743,167630087,no code
2194,37744,167630087,no code
2195,37745,167630087,no code
2196,37746,167628945,no code
2197,37758,167625473,no code
2198,37767,167625473,no code
2199,37780,167625473,no code
2200,37782,167625473,no code
2201,37797,167625473,no code
2202,37805,167625473,no code
2203,37809,167625473,no code
2204,37820,167625473,no code
2205,37824,167625473,no code
2206,37833,167625473,no code
2207,37835,167625473,no code
2208,37836,167625473,no code
2209,37842,167625473,no code
2210,37845,167625473,no code
2211,37854,167625473,no code
2212,37867,167625473,no code
2213,37880,167625473,no code
2214,37883,167628360,filtered out
2215,37904,167627007,no code
2216,37905,167627007,no code
2217,37906,167627007,no code
2218,37909,167627007,no code
2219,37981,167630087,no code
2220,37984,167630087,no code
2221,37988,167630087,no code
2222,37989,167630087,no code
2223,37990,167630087,no code
2224,37991,167632322,no code
2225,38007,167632053,no code
2226,38113,167636602,no code
2227,38174,167639252,no code
2228,38199,167638907,nb file
2229,38230,167646963,no code
2230,38322,167649922,no code
2231,38325,167649922,no code
2232,38348,167647838,no code
2233,38349,167647838,no code
2234,38491,167653798,no code
2235,38657,167655292,no code
2236,38668,167651972,no code
2237,38694,167655000,nb file
2238,38699,167652798,no code
2239,38715,167658475,no code
2240,38719,167658475,no code
2241,38728,167659527,no code
2242,38729,167659527,no code
2243,38736,167659527,no code
2244,38739,167659527,no code
2245,38745,167655887,no code
2246,38753,167655887,no code
2247,38764,167655887,no code
2248,38786,167657461,no code
2249,38808,167657763,no code
2250,38810,167657763,no code
2251,38811,167657763,no code
2252,38815,167657763,no code
2253,38977,167663133,no code
2254,39020,167662298,no code
2255,39032,167665876,no code
2256,39075,167667019,no code
2257,39096,167667019,no code
2258,39109,167667019,no code
2259,39218,167668643,no code
2260,39297,167667553,no code
2261,39406,167675749,no code
2262,39409,167675749,no code
2263,39410,167675749,no code
2264,39411,167675749,no code
2265,39414,167675749,no code
2266,39415,167675749,no code
2267,39417,167675749,no code
2268,39597,167678418,no code
2269,39717,167682482,no code
2270,39784,167682482,no code
2271,39788,167682482,no code
2272,39795,167682482,no code
2273,39834,167682900,nb file
2274,39939,167687337,no code
2275,39943,167687337,no code
2276,39952,167687337,no code
2277,40000,167687337,no code
2278,40043,167685866,no code
2279,40046,167685866,no code
2280,40050,167685866,no code
2281,40052,167685866,no code
2282,40054,167683863,no code
2283,40056,167683863,no code
2284,40079,167694797,no code
2285,40080,167694797,no code
2286,40081,167694797,no code
2287,40083,167694797,no code
2288,40188,167696825,no code
2289,40191,167697742,no code
2290,40373,167702882,no code
2291,40374,167702882,nb file
2292,40377,167702882,no code
2293,40379,167702882,no code
2294,40380,167702882,no code
2295,40514,167711417,no code
2296,40533,167717830,no code
2297,40653,167719531,no code
2298,40716,167718102,no code
2299,40719,167718102,no code
2300,40750,167719525,no code
2301,40779,167719525,no code
2302,40843,167716223,no code
2303,40967,167724609,nb file
2304,40985,167724119,nb file
2305,41006,167724470,no code
2306,41031,167726154,no code
2307,41055,167723775,no code
2308,41072,167723775,no code
2309,41089,167723775,no code
2310,41091,167723775,no code
2311,41092,167723775,no code
2312,41108,167723775,no code
2313,41115,167723775,no code
2314,41117,167723775,no code
2315,41119,167723775,no code
2316,41134,167726747,no code
2317,41298,167727180,no code
2318,41307,167737862,no code
2319,41341,167736407,nb file
2320,41648,167740580,no code
2321,41662,167740580,no code
2322,41666,167740580,no code
2323,41671,167740580,no code
2324,41701,167742757,no code
2325,41706,167742757,no code
2326,41758,167742757,no code
2327,41778,167743279,no code
2328,41780,167743339,no code
2329,41799,167743311,no code
2330,41825,167745053,no code
2331,41873,167744648,nb file
2332,41876,167744648,no code
2333,41877,167744648,nb file
2334,41880,167744648,no code
2335,41891,167744648,nb file
2336,41895,167744648,nb file
2337,41912,167747723,no code
2338,41926,167747723,no code
2339,41930,167747723,no code
2340,41938,167747723,no code
2341,41942,167747723,no code
2342,41951,167747723,no code
2343,41953,167747723,no code
2344,41981,167744254,no code
2345,42045,167748286,no code
2346,42103,167751654,no code
2347,42105,167751654,no code
2348,42167,167751380,no code
2349,42177,167750914,no code
2350,42242,167750534,no code
2351,42245,167750534,no code
2352,42248,167750534,no code
2353,42357,167755142,no code
2354,42359,167755142,no code
2355,42360,167755142,no code
2356,42361,167755142,no code
2357,42363,167755142,no code
2358,42367,167755142,no code
2359,42380,167754595,no code
2360,42381,167754595,no code
2361,42382,167754595,no code
2362,42386,167754595,no code
2363,42387,167754595,no code
2364,42388,167754595,no code
2365,42391,167754595,no code
2366,42392,167754595,no code
2367,42393,167754595,no code
2368,42395,167754595,no code
2369,42397,167754595,no code
2370,42403,167754595,no code
2371,42412,167754595,no code
2372,42413,167754595,no code
2373,42414,167754595,no code
2374,42463,167757500,no code
2375,42560,167757045,no code
2376,42582,167756903,no code
2377,42590,167756903,no code
2378,42598,167756903,no code
2379,42643,167758494,no code
2380,42680,167755924,no code
2381,42714,167761141,no code
2382,42772,167759750,no code
2383,42774,167759750,no code
2384,42777,167759750,no code
2385,42779,167759750,no code
2386,42781,167759750,no code
2387,42788,167766259,has_author
2388,42789,167766259,has_author
2389,42790,167766259,has_author
2390,42791,167766259,has_author
2391,42792,167766259,has_author
2392,42793,167766259,has_author
2393,42867,167770790,no code
2394,42869,167770790,no code
2395,42871,167770790,no code
2396,42872,167770790,no code
2397,42875,167770790,no code
2398,42879,167770790,no code
2399,42880,167770790,no code
2400,42885,167770790,no code
2401,42900,167770790,no code
2402,42919,167770790,no code
2403,42925,167770790,no code
2404,42934,167770790,no code
2405,42935,167770790,no code
2406,42938,167770790,no code
2407,42939,167770790,no code
2408,42973,167767734,no code
2409,43054,167772616,no code
2410,43071,167775063,no code
2411,43072,167775063,no code
2412,43106,167772318,no code
2413,43121,167771477,no code
2414,43132,167775559,no code
2415,43148,167775559,no code
2416,43198,167779990,no code
2417,43255,167778958,no code
2418,43267,167778958,no code
2419,43270,167778958,no code
2420,43271,167778958,no code
2421,43277,167778958,no code
2422,43283,167778958,no code
2423,43284,167778958,no code
2424,43285,167778958,no code
2425,43293,167778958,no code
2426,43305,167778958,no code
2427,43310,167778958,no code
2428,43312,167778958,no code
2429,43390,167783936,no code
2430,43401,167780967,no code
2431,43410,167782361,no code
2432,43450,167780809,has_reqtext
2433,43480,167782142,no code
2434,43525,167787962,no code
2435,43544,167790612,no code
2436,43547,167791915,no code
2437,43581,167794926,no code
2438,43583,167794926,no code
2439,43584,167794926,no code
2440,43587,167794926,no code
2441,43618,167797369,has_reqtext
2442,43623,167797880,no code
2443,43628,167797880,no code
2444,43638,167797880,no code
2445,43670,167799796,no code
2446,43672,167799796,no code
2447,43697,167799946,no code
2448,43778,167799946,no code
2449,43847,167799249,no code
2450,43871,167802017,no code
2451,43874,167802017,no code
2452,43906,167802017,no code
2453,44077,167806282,no code
2454,44104,167805204,no code
2455,44105,167805204,no code
2456,44148,167804279,no code
2457,44202,167812973,no code
2458,44210,167812973,no code
2459,44212,167812973,no code
2460,44216,167812973,no code
2461,44225,167812973,no code
2462,44286,167811943,no code
2463,44288,167811943,no code
2464,44300,167819872,num_commits
2465,44302,167819872,num_commits
2466,44421,167816142,no code
2467,44559,167815844,no code
2468,44608,167818696,has_author
2469,44618,167819165,no code
2470,44619,167819165,no code
2471,44662,167821561,no code
2472,44680,167821561,no code
2473,44681,167821561,no code
2474,44690,167821561,no code
2475,44719,167827508,no code
2476,44721,167827508,no code
2477,44730,167822594,no code
2478,44731,167822594,no code
2479,44753,167822844,no code
2480,44769,167824202,no code
2481,44809,167831154,no code
2482,44826,167831154,no code
2483,44829,167831154,no code
2484,44854,167831154,no code
2485,44893,167831042,no code
2486,44899,167831042,no code
2487,44911,167831042,no code
2488,44917,167831042,no code
2489,44959,167830706,nb file
2490,44970,167830706,nb file
2491,44977,167830706,nb file
2492,44990,167830706,nb file
2493,45002,167830706,nb file
2494,45003,167830706,nb file
2495,45006,167830706,nb file
2496,45008,167830706,nb file
2497,45009,167830706,nb file
2498,45020,167830706,nb file
2499,45023,167828548,filtered out
2500,45024,167828548,filtered out
2501,45025,167828548,filtered out
2502,45026,167828548,filtered out
2503,45027,167828548,filtered out
2504,45028,167828548,filtered out
2505,45029,167828548,filtered out
2506,45030,167828548,filtered out
2507,45031,167828548,filtered out
2508,45032,167828548,filtered out
2509,45033,167828548,filtered out
2510,45034,167828548,filtered out
2511,45035,167828548,filtered out
2512,45036,167828548,filtered out
2513,45037,167828548,filtered out
2514,45038,167828548,filtered out
2515,45039,167828548,filtered out
2516,45040,167828548,filtered out
2517,45041,167828548,filtered out
2518,45042,167828548,filtered out
2519,45043,167828548,filtered out
2520,45044,167828548,filtered out
2521,45045,167828548,filtered out
2522,45046,167828548,filtered out
2523,45047,167828548,filtered out
2524,45048,167828548,filtered out
2525,45049,167828548,filtered out
2526,45050,167828548,filtered out
2527,45051,167828548,filtered out
2528,45052,167828548,filtered out
2529,45053,167828548,filtered out
2530,45054,167828548,filtered out
2531,45055,167828548,filtered out
2532,45056,167828548,filtered out
2533,45057,167828548,filtered out
2534,45058,167828548,filtered out
2535,45059,167828548,filtered out
2536,45060,167828548,filtered out
2537,45061,167828548,filtered out
2538,45062,167828548,filtered out
2539,45063,167828548,filtered out
2540,45064,167828548,filtered out
2541,45065,167828548,filtered out
2542,45066,167828548,filtered out
2543,45067,167828548,filtered out
2544,45068,167828548,filtered out
2545,45069,167828548,filtered out
2546,45070,167828548,filtered out
2547,45071,167828548,filtered out
2548,45072,167828548,filtered out
2549,45073,167828548,filtered out
2550,45074,167828548,filtered out
2551,45075,167828548,filtered out
2552,45076,167828548,filtered out
2553,45077,167828548,filtered out
2554,45078,167828548,filtered out
2555,45079,167828548,filtered out
2556,45080,167828548,filtered out
2557,45081,167828548,filtered out
2558,45082,167828548,filtered out
2559,45083,167828548,filtered out
2560,45084,167828548,filtered out
2561,45085,167828548,filtered out
2562,45086,167828548,filtered out
2563,45087,167828548,filtered out
2564,45088,167828548,filtered out
2565,45089,167828548,filtered out
2566,45090,167828548,filtered out
2567,45091,167828548,filtered out
2568,45092,167828548,filtered out
2569,45093,167828548,filtered out
2570,45094,167828548,filtered out
2571,45095,167828548,filtered out
2572,45096,167828548,filtered out
2573,45097,167828548,filtered out
2574,45098,167828548,filtered out
2575,45099,167828548,filtered out
2576,45100,167828548,filtered out
2577,45101,167828548,filtered out
2578,45137,167830636,no code
2579,45144,167830636,no code
2580,45146,167830636,no code
2581,45207,167837254,nb file
2582,45208,167837254,nb file
2583,45209,167837254,nb file
2584,45210,167837254,nb file
2585,45222,167839199,no code
2586,45266,167841943,no code
2587,45268,167841943,no code
2588,45269,167841943,no code
2589,45272,167841943,no code
2590,45277,167841943,no code
2591,45280,167841943,no code
2592,45283,167841943,no code
2593,45285,167841943,no code
2594,45287,167841943,no code
2595,45288,167841943,no code
2596,45291,167841943,no code
2597,45296,167841943,no code
2598,45299,167841943,no code
2599,45405,167849934,no code
2600,45424,167849994,has_author
2601,45425,167849994,has_author
2602,45464,167849168,no code
2603,45475,167849168,no code
2604,45494,167849168,no code
2605,45525,167849168,no code
2606,45562,167847340,no code
2607,45708,167855820,no code
2608,45718,167856489,no code
2609,45760,167854902,no code
2610,45789,167854902,no code
2611,45818,167855717,no code
2612,45976,167865641,no code
2613,46053,167871875,no code
2614,46056,167871670,no code
2615,46118,167869489,no code
2616,46142,167872999,no code
2617,46153,167873133,no code
2618,46154,167873133,no code
2619,46155,167873133,no code
2620,46156,167873133,no code
2621,46159,167873133,no code
2622,46168,167873133,no code
2623,46169,167873133,no code
2624,46172,167873133,no code
2625,46281,167873581,no code
2626,46379,167879705,no code
2627,46386,167879705,no code
2628,46465,167882193,no code
2629,46490,167883708,no code
2630,46514,167888935,no code
2631,46554,167885592,no code
2632,46560,167885936,no code
2633,46562,167886368,no code
2634,46583,167885840,no code
2635,46587,167885840,no code
2636,46596,167885559,no code
2637,46598,167885561,no code
2638,46611,167886426,no code
2639,46613,167886426,no code
2640,46619,167885934,no code
2641,46724,167889960,nb file
2642,46728,167889960,nb file
2643,46729,167889960,nb file
2644,46779,167898461,no code
2645,46794,167901421,no code
2646,46795,167897796,filtered out
2647,46830,167898339,no code
2648,46832,167898354,no code
2649,46853,167898968,no code
2650,46866,167898309,no code
2651,46867,167898312,no code
2652,46904,167905965,no code
2653,46918,167904907,no code
2654,46944,167905196,no code
2655,46945,167905196,no code
2656,46947,167905196,no code
2657,46948,167905196,no code
2658,47041,167912249,no code
2659,47111,167912249,no code
2660,47331,167924289,no code
2661,47432,167924401,no code
