,support,itemsets,length
1194,0.5058926233085989,"({'has_equation_F', 'has_comments_T', 'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'non_exec_prop_low'})",6
1195,0.5024006983849847,"({'has_equation_F', 'has_comments_T', 'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'exec_skips_lower'})",6
1196,0.5015277171540812,"({'has_equation_F', 'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'exec_skips_lower', 'non_exec_prop_low'})",6
1197,0.50371017023134,"({'has_equation_F', 'has_error_F', 'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'exec_skips_lower'})",6
1198,0.5268441728502837,"({'jupyter_prop_high', 'has_comments_T', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'markdown_prop_med'})",6
1199,0.5320820602357049,"({'jupyter_prop_high', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'markdown_prop_med'})",6
1200,0.5141859450021824,"({'jupyter_prop_high', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'markdown_prop_med', 'non_exec_prop_low'})",6
1201,0.5115670013094719,"({'jupyter_prop_high', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'markdown_prop_med', 'exec_skips_lower'})",6
1202,0.5028371890004365,"({'jupyter_prop_high', 'has_error_F', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'markdown_prop_med'})",6
1203,0.5137494543867307,"({'jupyter_prop_high', 'has_comments_T', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'non_exec_prop_low'})",6
1204,0.5604539502400698,"({'jupyter_prop_high', 'has_comments_T', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher'})",6
1205,0.5421213443910956,"({'jupyter_prop_high', 'has_comments_T', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'non_exec_prop_low'})",6
1206,0.5320820602357049,"({'jupyter_prop_high', 'has_comments_T', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower'})",6
1207,0.5250982103884766,"({'jupyter_prop_high', 'has_error_F', 'has_comments_T', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher'})",6
1208,0.5512876473155827,"({'jupyter_prop_high', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'non_exec_prop_low'})",6
1209,0.5530336097773898,"({'jupyter_prop_high', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower'})",6
1210,0.5460497599301615,"({'jupyter_prop_high', 'has_error_F', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher'})",6
1211,0.5216062854648625,"({'jupyter_prop_high', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower', 'non_exec_prop_low'})",6
1212,0.5250982103884766,"({'jupyter_prop_high', 'has_error_F', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'non_exec_prop_low'})",6
1213,0.5255347010039284,"({'jupyter_prop_high', 'has_error_F', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower'})",6
1214,0.5002182453077259,"({'jupyter_prop_high', 'has_comments_T', 'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'exec_skips_lower'})",6
1215,0.5185508511567001,"({'has_comments_T', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'markdown_prop_med', 'non_exec_prop_low'})",6
1216,0.5613269314709733,"({'has_comments_T', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'markdown_prop_med'})",6
1217,0.5015277171540812,"({'has_comments_T', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'markdown_prop_med', 'exec_skips_lower'})",6
1218,0.5556525534701003,"({'has_comments_T', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'markdown_prop_med', 'non_exec_prop_low'})",6
1219,0.5443037974683544,"({'has_comments_T', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'markdown_prop_med', 'exec_skips_lower'})",6
1220,0.5347010039284156,"({'has_error_F', 'has_comments_T', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'markdown_prop_med'})",6
1221,0.5499781754692274,"({'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'markdown_prop_med', 'non_exec_prop_low'})",6
1222,0.5477957223919686,"({'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'markdown_prop_med', 'exec_skips_lower'})",6
1223,0.5386294194674814,"({'has_error_F', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'markdown_prop_med'})",6
1224,0.5285901353120908,"({'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'markdown_prop_med', 'exec_skips_lower', 'non_exec_prop_low'})",6
1225,0.5316455696202531,"({'has_error_F', 'has_author_F', 'markdown_prop_med', 'exec_inorder_higher', 'num_contrib_lower', 'non_exec_prop_low'})",6
1226,0.5285901353120908,"({'has_error_F', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'markdown_prop_med', 'exec_skips_lower'})",6
1227,0.5115670013094719,"({'has_comments_T', 'has_author_F', 'num_commits_lower', 'markdown_prop_med', 'exec_inorder_higher', 'non_exec_prop_low'})",6
1228,0.5137494543867307,"({'has_comments_T', 'has_author_F', 'num_commits_lower', 'markdown_prop_med', 'exec_inorder_higher', 'exec_skips_lower'})",6
1229,0.50371017023134,"({'has_comments_T', 'has_author_F', 'markdown_prop_med', 'exec_inorder_higher', 'exec_skips_lower', 'non_exec_prop_low'})",6
1230,0.5010912265386294,"({'has_error_F', 'has_comments_T', 'has_author_F', 'markdown_prop_med', 'exec_inorder_higher', 'non_exec_prop_low'})",6
1231,0.5076385857704059,"({'has_error_F', 'has_comments_T', 'has_author_F', 'markdown_prop_med', 'exec_inorder_higher', 'exec_skips_lower'})",6
1232,0.5041466608467918,"({'has_error_F', 'has_author_F', 'num_commits_lower', 'markdown_prop_med', 'exec_inorder_higher', 'exec_skips_lower'})",6
1233,0.5949367088607594,"({'has_comments_T', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'non_exec_prop_low'})",6
1234,0.5124399825403754,"({'has_comments_T', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_skips_lower', 'non_exec_prop_low'})",6
1235,0.5333915320820602,"({'has_error_F', 'has_comments_T', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'non_exec_prop_low'})",6
1236,0.5814054997817547,"({'has_comments_T', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower'})",6
1237,0.5796595373199476,"({'has_error_F', 'has_comments_T', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher'})",6
1238,0.5141859450021824,"({'has_error_F', 'has_comments_T', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_skips_lower'})",6
1239,0.5591444783937145,"({'has_comments_T', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower', 'non_exec_prop_low'})",6
1240,0.5718027062418158,"({'has_error_F', 'has_comments_T', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'non_exec_prop_low'})",6
1241,0.5587079877782628,"({'has_error_F', 'has_comments_T', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower'})",6
1242,0.5722391968572675,"({'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower', 'non_exec_prop_low'})",6
1243,0.5840244434744652,"({'has_error_F', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'non_exec_prop_low'})",6
1244,0.5189873417721519,"({'has_error_F', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_skips_lower', 'non_exec_prop_low'})",6
1245,0.5796595373199476,"({'has_error_F', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower'})",6
1246,0.558271497162811,"({'has_error_F', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower', 'non_exec_prop_low'})",6
1247,0.5216062854648625,"({'has_comments_T', 'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'exec_skips_lower', 'non_exec_prop_low'})",6
1248,0.5272806634657354,"({'has_error_F', 'has_comments_T', 'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'non_exec_prop_low'})",6
1249,0.5255347010039284,"({'has_error_F', 'has_comments_T', 'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'exec_skips_lower'})",6
1250,0.515058926233086,"({'has_error_F', 'has_comments_T', 'has_author_F', 'exec_inorder_higher', 'exec_skips_lower', 'non_exec_prop_low'})",6
1251,0.5264076822348319,"({'has_error_F', 'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'exec_skips_lower', 'non_exec_prop_low'})",6
1252,0.5072020951549542,"({'has_equation_F', 'has_comments_T', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'non_exec_prop_low'})",6
1253,0.5067656045395024,"({'jupyter_prop_high', 'has_comments_T', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'non_exec_prop_low'})",6
1254,0.501964207769533,"({'jupyter_prop_high', 'has_comments_T', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower'})",6
1255,0.516804888694893,"({'has_comments_T', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'markdown_prop_med', 'non_exec_prop_low'})",6
1256,0.5085115670013095,"({'has_comments_T', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'markdown_prop_med', 'exec_skips_lower'})",6
1257,0.5006547359231777,"({'has_error_F', 'has_comments_T', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'markdown_prop_med'})",6
1258,0.5194238323876037,"({'has_comments_T', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower', 'non_exec_prop_low'})",6
1259,0.5342645133129638,"({'has_error_F', 'has_comments_T', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'non_exec_prop_low'})",6
1260,0.5233522479266696,"({'has_error_F', 'has_comments_T', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower'})",6
1261,0.509384548232213,"({'has_error_F', 'has_comments_T', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower', 'non_exec_prop_low'})",6
1262,0.5229157573112178,"({'has_error_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower', 'non_exec_prop_low'})",6
1263,0.5028371890004365,"({'has_comments_T', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower', 'non_exec_prop_low'})",7
1264,0.5120034919249236,"({'has_error_F', 'has_comments_T', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'non_exec_prop_low'})",7
1265,0.5045831514622435,"({'has_error_F', 'has_comments_T', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower'})",7
1266,0.5050196420776953,"({'has_error_F', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower', 'non_exec_prop_low'})",7
0,0.5438673068529026,({'longer_beginning_T'}),1
1,0.7411610650371017,({'longer_ending_F'}),1
2,0.9532955041466609,({'has_author_F'}),1
3,0.8061981667394151,({'has_equation_F'}),1
4,0.7874290702749891,({'jupyter_prop_high'}),1
5,0.8201658664338717,({'markdown_prop_med'}),1
6,0.934089917066783,({'num_contrib_lower'}),1
7,0.5416848537756438,({'image_prop_low'}),1
8,0.5766041030117852,({'is_education_T'}),1
9,0.6211261457878655,({'has_links_F'}),1
10,0.8895678742907027,({'has_comments_T'}),1
11,0.5569620253164557,({'md_frequency_med'}),1
12,0.6451331296377127,({'has_title_T'}),1
13,0.864687909209952,({'num_commits_lower'}),1
14,0.539502400698385,({'md_format_F'}),1
15,0.8742907027498908,({'non_exec_prop_low'}),1
16,0.9515495416848537,({'exec_inorder_higher'}),1
17,0.8402444347446529,({'exec_skips_lower'}),1
18,0.8659973810563073,({'has_error_F'}),1
